ID;SchoolCode;SchoolName;Address;City;StateCode;ZipCode;Province;Country;PostalCode
32037;039394;CENTURA INSTITUTE;1300 NORTH SEMORAN BOULEVARD;ORLANDO;FL;32807;;;
32038;039396;DAYTONA COLLEGE;425 SOUTH NOVA ROAD;ORMOND BEACH;FL;32174;;;
32039;039413;AVE MARIA UNIVERSITY;5050 AVE MARIA BOULEVARD;AVE MARIA;FL;34142;;;
32040;039443;MASSAGE THERAPY TRAINING INSTITUTE;2701 WEST PICACHO AVENUE;LAS CRUCES;NM;88007;;;
32041;039444;PROFESSIONAL CAREERS INSTITUTE;6666 HARWIN;HOUSTON;TX;77036;;;
32042;039453;UNIVERSITY OF WEST LONDON;WEST LONDON CAMPUS;LONDON;FC;00000;;ENGLAND;W5 5RF
32043;039463;FRANKLIN W. OLIN COLLEGE OF ENGINEERING;OLIN WAY;NEEDHAM;MA;02492;;;
32044;039483;HARRISBURG UNIVERSITY OF SCIENCE AND TEC;326 MARKET STREET;HARRISBURG;PA;17101;;;
32045;039563;SOUTH LOUISIANA COMMUNITY COLLEGE;320 DEVALCOURT;LAFAYETTE;LA;70506;;;
32046;039573;BLUE RIDGE COMMUNITY AND TECHNICAL COLLE;400 WEST STEPHEN STREET;MARTINSBURG;WV;25401;;;
32047;039574;NEW COLLEGE OF FLORIDA;5800 BAY SHORE ROAD;SARASOTA;FL;34243;;;
32048;039603;NEW RIVER COMMUNITY AND TECHNICAL COLLEG;158 DYE DRIVE;BECKLEY;WV;25801;;;
32049;039623;AMERICAN INSTITUTE OF MASSAGE THERAPY;1570 EAST WARNER AVENUE;SANTA ANA;CA;92705;;;
32050;039633;HEALING TOUCH CAREER COLLEGE;4700 HARDY STREET;HATTIESBURG;MS;39402;;;
32051;039644;INTERNATIONAL SCHOOL OF BEAUTY;72261 HIGHWAY 111;PALM DESERT;CA;92260;;;
32052;039653;NEW ENGLAND COLLEGE OF FINANCE;10 HIGH STREET;BOSTON;MA;02110;;;
32053;039654;MYRANGEL BEAUTY INSTITUTE;CALLE MUNOZ RIVERA #57 SUR;SAN LORENZO;PR;00754;;;
32054;039655;HAIR EXPRESSIONS ACADEMY;12450 PARKLAWN DRIVE;ROCKVILLE;MD;20852;;;
32055;039663;VIRGINIA BEACH THEOLOGICAL SEMINARY;2221 CENTERVILLE TURNPIKE;VIRGINIA BEACH;VA;23464;;;
32056;039683;LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE;1102 6TH STREET;PORT HURON;MI;48060;;;
32057;039696;UEI COLLEGE;661 WEST REDONDO BEACH BOULEVARD;GARDENA;CA;90247;;;
32058;039703;HANDS ON THERAPY;1804 NORTH GALLOWAY AVENUE;MESQUITE;TX;75149;;;
32059;039704;WELLSPRING SCHOOL OF ALLIED HEALTH;9140 WARD PARKWAY, STE 100;KANSAS CITY;MO;64114;;;
32060;039713;AMERICAN CAREER COLLEGE;3130 EAST SEDONA COURT;ONTARIO;CA;91764;;;
32061;039733;EX'PRESSION COLLEGE FOR DIGTAL ARTS;6601 SHELLMOUND STREET;EMERYVILLE;CA;94608;;;
32062;039745;CALIFORNIA CAREER COLLEGE;7003 OWENSMOUTH AVENUE;CANOGA PARK;CA;91303;;;
32063;039753;INSTITUTE OF PROFESSIONAL CAREERS;4472 SOUTH EASTERN AVENUE;LAS VEGAS;NV;89119;;;
32064;039763;MASSAGE THERAPY INSTITUTE OF COLORADO;1441 YORK STREET;DENVER;CO;80206;;;
32065;039803;CALIFORNIA STATE UNIVERSITY CHANNEL ISLA;ONE UNIVERSITY DRIVE;CAMARILLO;CA;93012;;;
32066;039823;VISIBLE SCHOOL - MUSIC AND WORSHIPS ARTS;1015 SOUTH COOPER;MEMPHIS;TN;38104;;;
32067;039833;SCHOOL OF PROFESSIONAL HORTICULTURE, AT;200 STREET AND KAZIMIROFF BOULEVARD;BRONX;NY;10458;;;
32068;039853;COMMERCIAL DIVING ACADEMY;8137 N. MAIN STREET;JACKSONVILLE;FL;32208;;;
32069;039863;AVIATOR COLLEGE OF AERONAUTICAL SCIENCE;3800 ST. LUCIE BOULEVARD;FORT PIERCE;FL;34946;;;
32070;039873;TEXAS HEALTH SCHOOL;11211 KATY FREEWAY;HOUSTON;TX;77079;;;
32071;039883;SAE INSTITUTE OF TECHNOLOGY, NEW YORK;1293 BROADWAY;NEW YORK;NY;10001;;;
32072;039953;UNIVERSITY OF EAST-WEST MEDICINE;595 LAWRENCE EXPRESSWAY;SUNNYVALE;CA;94085;;;
32073;039973;ARKANSAS BEAUTY COLLEGE;109 NORTH COMMERCE AVENUE;RUSSELLVILLE;AR;72801;;;
32074;039993;BEAUMONT ADULT SCHOOL;1575 CHERRY AVE.;BEAUMONT;CA;92223;;;
32075;040013;PALACE BEAUTY COLLEGE;1517 SOUTH WESTERN AVENUE;LOS ANGELES;CA;90006;;;
32076;040033;BLAKE AUSTIN COLLEGE;611 ORANGE DRIVE;VACAVILLE;CA;95687;;;
32077;040043;THUY PRINCESS BEAUTY COLLEGE;252 EAST SECOND STREET;POMONA;CA;91766;;;
32078;040053;UNITED STATES UNIVERSITY;830 BAY BOULEVARD;CHULA VISTA;CA;91911;;;
32079;040063;NUVO COLLEGE OF COSMETOLOGY;4236 GRAND HAVEN ROAD;NORTON SHORES;MI;49441;;;
32080;040143;P&A SCHOLARS BEAUTY SCHOOL;12001 GRANDRIVER;DETROIT;MI;48204;;;
32081;040144;PALLADIUM TECHNICAL ACADEMY;10503 VALLEY BOULEVARD;EL MONTE;CA;91731;;;
32082;040153;FRANKFURT SCHOOL OF FINANCE & MANAGEMENT;SONNEMANNSTRASSE 9-11;FRANKFURT AM MAIN;FC;00000;HESSEN;GERMANY;60314
32083;040165;AMERICAN INSTITUTE OF BEAUTY;THE PLAZA CENTER;LARGO;FL;33773;;;
32084;040213;AUGUSTA SCHOOL OF MASSAGE;608 PONDER PLACE DRIVE;EVANS;GA;30809;;;
32085;040283;MOUNTAIN STATE SCHOOL OF MASSAGE;601 50TH STREET;CHARLESTON;WV;25304;;;
32086;040293;TRENDSETTERS OF FLORIDA SCHOOL OF BEAUTY;1033 EDGEWOOD AVENUE, SOUTH;JACKSONVILLE;FL;32205;;;
32087;040313;SALON PROFESSIONAL ACADEMY (THE);4377 15TH AVENUE SOUTH;FARGO;ND;58103;;;
32088;040353;TENNESSEE CAREER INSTITUTE;1412 TROTWOOD AVENUE;COLUMBIA;TN;38401;;;
32089;040363;SOUTHEAST TEXAS CAREER INSTITUTE;975 HIGHWAY 327 EAST;SILSBEE;TX;77656;;;
32090;040373;LOS ANGELES FILM SCHOOL (THE);6363 WEST SUNSET BOULEVARD;HOLLYWOOD;CA;90028;;;
32091;040375;ACADEMY OF HAIR DESIGN;1834 SOUTH GLENSTONE;SPRINGFIELD;MO;65804;;;
32092;040383;ATA CAREER EDUCATION;10180 LINN STATION ROAD;LOUISVILLE;KY;40223;;;
32093;040384;AVI CAREER INSTITUTE;10130 COLVIN RUN ROAD;GREAT FALLS;VA;22066;;;
32094;040385;PIERPONT COMMUNITY & TECHNICAL COLLEGE;1201 LOCUST AVENUE;FAIRMONT;WV;26554;;;
32095;040386;BRIDGEVALLEY COMMUNITY AND TECHNICAL COL;2001 UNION CARBIDE DRIVE;SOUTH CHARLESTON;WV;25303;;;
32096;040387;IDEAL BEAUTY ACADEMY;1401 YOUNGSTOWN DRIVE;JEFFERSONVILLE;IN;47130;;;
32097;040393;SULLIVAN AND COGLIANO TRAINING CENTERS;4760 NORTH WEST 167 STREET;MIAMI GARDENS;FL;33014;;;
32098;040403;COMPASS CAREER COLLEGE;42353  DELUXE PLAZA;HAMMOND;LA;70403;;;
32099;040413;BERKS CAREER & TECHNOLOGY CENTER;1057 COUNTY ROAD;LEESPORT;PA;19533;;;
32100;040414;MOUNTWEST COMMUNITY AND TECHNICAL COLLEG;ONE JOHN MARSHALL DRIVE;HUNTINGTON;WV;25755;;;
32101;040433;ACE COMPUTER TRAINING CENTER;109-19 72ND RD.;FOREST HILLS;NY;11375;;;
32102;040443;HAZELDEN GRADUATE SCHOOL OF ADDICTION ST;15245 PLEASANT VALLEY ROAD;CENTER CITY;MN;55012;;;
32103;040453;NORTHWEST BEAUTY SCHOOL;6770 ANTOINE DRIVE;HOUSTON;TX;77091;;;
32104;040513;ART INSTITUTE OF PHOENIX (THE);2233 WEST DUNLAP AVENUE;PHOENIX;AZ;85021;;;
32105;040543;SOUTHWEST APPLIED TECHNOLOGY COLLEGE;510 WEST 800 SOUTH;CEDAR CITY;UT;84720;;;
32106;040553;CREATIVE HAIR SCHOOL OF COSMETOLOGY;G-4439 CLIO ROAD;FLINT;MI;48504;;;
32107;040573;ASHER COLLEGE;1215 HOWE AVENUE;SACRAMENTO;CA;95825;;;
32108;040593;TUCSON COLLEGE OF BEAUTY;3955 NORTH FLOWING WELLS ROAD;TUCSON;AZ;85705;;;
32109;040603;AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY;4500 S. GARNETT ROAD;TULSA;OK;74146;;;
32110;040653;ROSEMAN UNIVERSITY OF HEALTH SCIENCES;11 SUNSET WAY;HENDERSON;NV;89014;;;
32111;040663;CARDIAC AND VASCULAR INSTITUTE OF ULTRAS;1729 SPRINGHILL AVENUE;MOBILE;AL;36604;;;
32112;040673;SELMA UNIVERSITY;1501 LAPSLEY STREET;SELMA;AL;36701;;;
32113;040683;FOUR COUNTY CAREER CENTER;22-900 STATE ROUTE 34;ARCHBOLD;OH;43512;;;
32114;040723;AVEDA INSTITUTE PROVO;1700 NORTH STATE STREET;PROVO;UT;84604;;;
32115;040733;JUNG TAO SCHOOL OF CLASSICAL CHINESE MED;207 DALE ADAMS ROAD;SUGAR GROVE;NC;28679;;;
32116;040743;HONDROS COLLEGE;4140 EXECUTIVE PARKWAY;WESTERVILLE;OH;43081;;;
32117;040764;GNOMON SCHOOL OF VISUAL EFFECTS;1015 NORTH CAHUENGA BOULEVARD;HOLLYWOOD;CA;90038;;;
32118;040803;ASPEN UNIVERSITY;720 SOUTH COLORADO BOULEVARD;DENVER;CO;80246;;;
32119;040813;BAIS MEDRASH TORAS CHESED;901 MONMOUTH AVENUE;LAKEWOOD;NJ;08701;;;
32120;040823;PROFESSIONAL CAREER TRAINING INSTITUTE;227 WEST AIRTEX BOULEVARD;HOUSTON;TX;77090;;;
32121;040833;MARION COUNTY TECHNICAL EDUCATION CENTER;2697 EAST HIGHWAY 76;MULLINS;SC;29571;;;
32122;040834;CAMBRIDGE INSTITUTE OF ALLIED HEALTH & T;5150 LINTON BOULEVARD;DELRAY BEACH;FL;33484;;;
32123;040883;WESTMED COLLEGE;3031 TISCH WAY, 1ST FLOOR, STE 8PW;SAN JOSE;CA;95128;;;
32124;040894;CCI TRAINING CENTER;770 E. ROAD TO SIX FLAGS # 140;ARLINGTON;TX;76011;;;
32125;040923;COASTLINE BEAUTY COLLEGE;10840 WARNER AVENUE;FOUNTAIN VALLEY;CA;92708;;;
32126;040924;MAKE-UP DESIGNORY;129 SOUTH SAN FERNANDO BOULEVARD;BURBANK;CA;91502;;;
32127;040933;ACADEMY OF NATURAL THERAPY;625 8TH AVENUE;GREELEY;CO;80631;;;
32128;040953;KING'S COLLEGE (THE);350 5TH AVENUE, 15TH FLOOR;NEW YORK;NY;10018;;;
32129;041003;SUCCESS SCHOOLS;8101 POLO CLUB DRIVE;MERRILLVILLE;IN;46410;;;
32130;041013;CAROLINA SCHOOL OF BROADCASTING;3435 PERFORMANCE ROAD;CHARLOTTE;NC;28214;;;
32131;041023;NEW AGE TRAINING;145 WEST 30TH STREET;NEW YORK;NY;10001;;;
32132;041043;ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO;950 YALE AVE. UNIT 20 YALE PLAZA;WALLINGFORD;CT;06492;;;
32133;041054;PENSACOLA SCHOOL OF MASSAGE THERAPY & HE;2409 CREIGHTON ROAD;PENSACOLA;FL;32504;;;
32134;041063;PALM BEACH ACADEMY OF HEALTH & BEAUTY;1220-A 10TH STREET;LAKE PARK;FL;33403;;;
32135;041103;UNIVERSITY OF MANAGEMENT AND TECHNOLOGY;1901 FORT MYER DRIVE;ARLINGTON;VA;22209;;;
32136;041113;WEST HILLS COLLEGE LEMOORE;555 COLLEGE AVENUE;LEMOORE;CA;93245;;;
32137;041123;LOUISIANA CULINARY INSTITUTE;10550 AIRLINE HIGHWAY;BATON ROUGE;LA;70816;;;
32138;041143;NEVADA STATE COLLEGE;1125 NEVADA STATE DRIVE;HENDERSON;NV;89002;;;
32139;041145;VALLEY COLLEGE OF MEDICAL CAREERS;8399 TOPANGA CANYON BOULEVARD;WEST HILLS;CA;91304;;;
32140;041153;COACHELLA VALLEY BEAUTY COLLEGE;79450 HIGHWAY 111;LA QUINTA;CA;92253;;;
32141;041155;TALMUDICAL SEMINARY OF BOBOV;5120 NEW UTRECHT AVENUE;BROOKLYN;NY;11219;;;
32142;041156;MAYFIELD COLLEGE;35-325 DATE PALM DRIVE;CATHEDRAL CITY;CA;92234;;;
32143;041164;FUTURE-TECH INSTITUTE;3446 S.W. 8TH STREET;MIAMI;FL;33135;;;
32144;041166;TAYLOR COLLEGE;5190 S.E. 125 STREET;BELLEVIEW;FL;34420;;;
32145;041169;DIGRIGOLI SCHOOL OF COSMETOLOGY;1578 RIVERDALE STREET;WEST SPRINGFIELD;MA;01089;;;
32146;041171;EDP SCHOOL OF COMPUTER PROGRAMMING;1601 VOORHIES AVENUE;BROOKLYN;NY;11235;;;
32147;041172;INSTITUTO EDUCATIVO PREMIER;ISABEL STREET #15;PONCE;PR;00731;;;
32148;041173;DAYTON SCHOOL OF MEDICAL MASSAGE;4457 FAR HILLS AVENUE;DAYTON;OH;45429;;;
32149;041174;MILWAUKEE CAREER COLLEGE;3077 NORTH MAYFAIR ROAD, SUITE 300;MILWAUKEE;WI;53222;;;
32150;041175;SOLEX MEDICAL ACADEMY;350 EAST DUNDEE ROAD, SUITE 200;WHEELING;IL;60090;;;
32151;041176;LARRY'S BARBER COLLEGE;10350 SOUTH HALSTED STREET;CHICAGO;IL;60628;;;
32152;041177;MONROE 2-ORLEANS BOCES, CENTER FOR WORK;3545 BUFFALO ROAD;ROCHESTER;NY;14624;;;
32153;041179;CHAMPION BEAUTY COLLEGE;4714 FM 1960 WEST #104;HOUSTON;TX;77069;;;
32154;041183;NORTHCOAST MEDICAL TRAINING ACADEMY;1832 STATE ROUTE 59;KENT;OH;44240;;;
32155;041184;CHICAGO ORT TECHNICAL INSTITUTE;5440 FARGO AVENUE;SKOKIE;IL;60077;;;
32156;041186;ACADEMY OF COSMETOLOGY;2310 WEST COURT STREET;JANESVILLE;WI;53548;;;
32157;041187;AMERICAN BUSINESS & TECHNOLOGY UNIVERSIT;1018 WEST SAINT MAARTENS DRIVE;SAINT JOSEPH;MO;64506;;;
32158;041188;NEW YORK FILM ACADEMY;100 UNIVERSAL CITY PLAZA;UNIVERSAL CITY;CA;91608;;;
32159;041190;EASTERN WEST VIRGINIA COMMUNITY & TECHNI;316 EASTERN DRIVE;MOOREFIELD;WV;26836;;;
32160;041191;CITY VISION COLLEGE;712 E. 31ST STREET;KANSAS CITY;MO;64141;;;
32161;041192;CAREER COLLEGE CONSULTANTS;5015 EAGLE ROCK BOULEVARD;LOS ANGELES;CA;90041;;;
32162;041194;AVEDA INSTITUTE - SAINT PETERSBURG;235 3RD STREET SOUTH;SAINT PETERSBURG;FL;33701;;;
32163;041196;YESHIVA OF FAR ROCKAWAY DERECH AYSON RAB;802 HICKSVILLE ROAD;FAR ROCKAWAY;NY;11691;;;
32164;041198;GDS INSTITUTE;7916 LONG BEACH BOULEVARD;SOUTH GATE;CA;90280;;;
32165;041200;SUNNYSIDE BEAUTY ACADEMY;440 BARNARD BOULEVARD;SUNNYSIDE;WA;98944;;;
32166;041203;HEALTH AND STYLE INSTITUTE;1114 EASTCHESTER DRIVE;HIGH POINT;NC;27265;;;
32167;041204;PAUL MITCHELL THE SCHOOL MIAMI;8905 DADELAND BOULEVARD;MIAMI;FL;33156;;;
32168;041209;ARIZONA CULINARY INSTITUTE;10585 NORTH 114TH STREET;SCOTTSDALE;AZ;85259;;;
32169;041210;TECHSKILLS - INDIANAPOLIS;8555 NORTH RIVER ROAD;INDIANAPOLIS;IN;46240;;;
32170;041211;GALLERY COLLEGE OF BEAUTY (THE);38132 SOUTH GRATIOT;CLINTON TOWNSHIP;MI;48036;;;
32171;041215;COLUMBIA SOUTHERN UNIVERSITY;21982 UNIVERSITY LANE;ORANGE BEACH;AL;36561;;;
32172;041217;DIXIE APPLIED TECHNOLOGY COLLEGE;46 SOUTH 1000 EAST;ST. GEORGE;UT;84770;;;
32173;041218;CRISWELL COLLEGE;4010 GASTON AVENUE;DALLAS;TX;75246;;;
32174;041220;TRI COUNTY REGIONAL VOCATIONAL TECHNICAL;147 POND STREET;FRANKLIN;MA;02038;;;
32175;041223;GRANTHAM UNIVERSITY;7200 NORTH WEST 86TH STREET;KANSAS CITY;MO;64153;;;
32176;041234;YESHIVAS BE'ER YITZCHOK;1391 NORTH AVENUE;ELIZABETH;NJ;07208;;;
32177;041239;LEXINGTON HEALING ARTS ACADEMY;272 SOUTHLAND DRIVE;LEXINGTON;KY;40503;;;
32178;041240;DOMINION SCHOOL OF HAIR DESIGN;1755 GEORGE WASHINGTON MEMORIAL;GLOUSCESTER;VA;23062;;;
32179;041241;ELITE COLLEGE OF COSMETOLOGY;459 NORTH MAIN STREET;LEXINGTON;TN;38351;;;
32180;041245;TECHSKILLS;2400 CORPORATE EXCHANGE DRIVE;COLUMBUS;OH;43231;;;
32181;041246;PROFESSIONAL ACADEMY OF COSMETOLOGY;516 EAST MARSHALL STREET;NORRISTOWN;PA;19401;;;
32182;041247;AMBRIA COLLEGE OF NURSING;5210 TRILLIUM BOULEVARD;HOFFMAN ESTATES;IL;60192;;;
32183;041250;GENTLE HEALING SCHOOL OF MASSAGE;1274 SOUTH RIVER ROAD;CRANBURY;NJ;08512;;;
32184;041251;MONTESSORI CASA INTERNATIONAL;9351 EAST ARBOR DRIVE;GREENWOOD VILLAGE;CO;80111;;;
32185;041254;ACADEMY AT AUSTIN (THE);15635 VISION DRIVE;PFLUGERVILLE;TX;78660;;;
32186;041255;MANUEL AND THERESA'S SCHOOL OF HAIR DESI;220 NORTH MAIN STREET;BRYAN;TX;77803;;;
32187;041256;CAREER SCHOOL OF NY;350 ST. MARKS PLACE;STATEN ISLAND;NY;10301;;;
32188;041260;OHIO ACADEMY PAUL MITCHELL PARTNER SCHOO;10735 RAVENNA ROAD;TWINSBURG;OH;44087;;;
32189;041264;CHAMPION INSTITUTE OF COSMETOLOGY;611 SOUTH PALM CANYON DRIVE;PALM SPRINGS;CA;92264;;;
32190;041265;COAST CAREER INSTITUTE;1354 SOUTH HILL STREET;LOS ANGELES;CA;90015;;;
32191;041269;ACADEMY OF CAREER TRAINING;3501 W VINE STREET;KISSIMMEE;FL;34741;;;
32192;041271;UNIVERSITY OF CALIFORNIA, MERCED;5200 NORTH LAKE ROAD;MERCED;CA;95343;;;
32193;041272;VICTORIA'S ACADEMY OF COSMETOLOGY;23 WEST 1ST AVENUE;KENNEWICK;WA;99336;;;
32194;041273;COLUMBIA COLLEGE;8300 MERRIFIELD AVENUE, 3F;FAIRFAX;VA;22031;;;
32195;041274;DIGITAL MEDIA ARTS COLLEGE;3785 NORTH FEDERAL HIGHWAY;BOCA RATON;FL;33431;;;
32196;041275;CDE CAREER INSTITUTE;1644 ROUTE 611;TANNERSVILLE;PA;18372;;;
32197;041277;AMERICAN SENTINEL UNIVERSITY;2260 SOUTH XANADU WAY;AURORA;CO;80014;;;
32198;041279;TRIDENT UNIVERSITY INTERNATIONAL;5757 PLAZA DRIVE;CYPRESS;CA;90630;;;
32199;041280;MILLENNIUM TRAINING INSTITUTE;600 W. CUMMINGS PARK;WOBURN;MA;01801;;;
32200;041284;MANAGEMENT RESOURCES INSTITUTE;10 NW LEJEUNE ROAD;MIAMI;FL;33126;;;
32201;041288;BRANFORD ACADEMY OF HAIR & COSMETOLOGY;4 BRUSHY PLAINS ROAD;BRANFORD;CT;06405;;;
32202;041294;CENTER FOR MASSAGE & NATURAL HEALTH;530 UPPER FLAT CREEK ROAD;WEAVERVILLE;NC;28787;;;
32203;041298;MEDIATECH INSTITUTE DALLAS;400 EAST ROYAL LANE #100;IRVING;TX;75039;;;
32204;041299;FLORIDA SCHOOL OF MASSAGE;6421 SW 13TH STREET;GAINESVILLE;FL;32608;;;
32205;041301;LOUISIANA DELTA COMMUNITY COLLEGE;7500 MILLHAVEN ROAD;MONROE;LA;71203;;;
32206;041302;INST. OF PRODUCTION AND RECORDING;312 Washington Avenue North;Minneapolis;MN;55401;;;
32207;041304;SHEAR EXCELLENCE INTERNATIONAL HAIR ACAD;3649 WEST WATERS AVENUE;TAMPA;FL;33614;;;
32208;041306;CENTER FOR HEALING ARTS (THE), LLC;2601 SOUTH BIG BEND;ST. LOUIS;MO;63143;;;
32209;041307;ACADEMY OF MASSAGE AND BODYWORK;1218 PULASKI HIGHWAY;BEAR;DE;19701;;;
32210;041308;CASCADE BEAUTY COLLEGE;435 EAST MAIN STREET;AUBURN;WA;98002;;;
32211;041309;TRICOCI UNIVERSITY OF BEAUTY CULTURE;9725 CROSSPOINT COMMONS;INDIANAPOLIS;IN;46256;;;
32212;041311;YESHIVA TORAS CHAIM;999  RIDGE AVENUE;LAKEWOOD;NJ;08701;;;
32213;041312;TOTAL IMAGE BEAUTY ACADEMY;288 CENTRAL AVENUE;JERSEY CITY;NJ;07307;;;
32214;041313;CORINTH ACADEMY OF COSMETOLOGY;502 CRUISE STREET;CORNITH;MS;38834;;;
32215;041315;COLLECTIVE (THE);123 WEST 18 STREET;NEW YORK;NY;10011;;;
32216;041316;LIBERTY TECHNICAL COLLEGE;CARR. 735 KM 0.4;CAYEY;PR;00737;;;
32217;041317;SOUTHWEST UNIVERSITY AT EL PASO;1414 GERONIMO;EL PASO;TX;79925;;;
32218;041324;ACADEMY OF ESTHETICS AND COSMETOLOGY;13782-2 FOOTHILL BOULEVARD;SYLMAR;CA;91342;;;
32219;041326;WISCONSIN ACADEMY (THE);880 FRONTAGE ROAD;PESHTIGO;WI;54157;;;
32220;041327;INFOTECH CAREER COLLEGE;16900 LAKEWOOD BOULEVARD;BELLFLOWER;CA;90706;;;
32221;041328;INLAND MASSAGE INSTITUTE;775 EAST HOLLAND AVENUE SUITE 110;SPOKANE;WA;99218;;;
32222;041329;Z HAIR ACADEMY;2429 IOWA STREET, SUITE E;LAWRENCE;KS;66046;;;
32223;041331;CALIFORNIA UNIVERSITY OF MANAGEMENT AND;721 N. EUCLID STREET;ANAHEIM;CA;92801;;;
32224;041335;ACADEMY FOR FIVE ELEMENT ACUPUNCTURE;305 SE 2ND AVENUE;GAINESVILLE;FL;32601;;;
32225;041337;NEW YORK MEDICAL CAREER TRAINING CENTER;36-09 MAIN STREET;FLUSHING;NY;11354;;;
32226;041339;FUTURA CAREER INSTITUTE;4512 WEST 12TH AVENUE;HIALEAH;FL;33012;;;
32227;041340;JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GO;2144 SARATOGA AVENUE;BALLSTON SPA;NY;12020;;;
32228;041341;JERSEY COLLEGE;546 U.S. HIGHWAY 46;TETERBORO;NJ;07608;;;
32229;041343;EVANS HAIRSTYLING COLLEGE;67 WINN DRIVE;REXBURG;ID;83440;;;
32230;041347;INTERNATL PROFESSIONAL SCHL OF BODYWORK;9025 BALBOA AVENUE;SAN DIEGO;CA;92123;;;
32231;041348;AVEDA INSTITUTE - TALLAHASSEE;2020 WEST PENSACOLA STREET;TALLAHASSEE;FL;32304;;;
32232;041350;COZMO THE SCHOOL;10347 BONITA BEACH ROAD SE;BONITA SPRINGS;FL;34135;;;
32233;041359;ORION COLLEGE;51 NORTH STATE ROAD 7;PLANTATION;FL;33317;;;
32234;041363;FOCUS:  HOPE INFORMATION TECHNOLOGIES CE;1400 OAKMAN BOULEVARD;DETROIT;MI;48238;;;
32235;041364;AMERICAN INSTITUTE OF MEDICAL SCIENCES &;3000 HADLEY ROAD;SOUTH PLAINFIELD;NJ;07080;;;
32236;041365;PCCENTER;1229 EAST PLEASANT RUN;DESOTO;TX;75115;;;
32237;041369;UNIVERSITY OF AESTHETICS (THE);1357 NORTH MILWAUKEE AVENUE;CHICAGO;IL;60622;;;
32238;041370;UNIVERSITY OF AESTHETICS & COSMETOLOGY (;1037-1043 CURTISS STREET;DOWNERS GROVE;IL;60515;;;
32239;041372;BORNER'S BARBER COLLEGE;9432 SOUTH WESTERN AVENUE;LOS ANGELES;CA;90047;;;
32240;041373;CAYCE/REILLY SCHOOL OF MASSOTHERAPY;215 67TH STREET;VIRGINIA BEACH;VA;23451;;;
32241;041375;TRICOCI UNIVERSITY OF BEAUTY CULTURE;5321 NORTH HARLEM AVENUE;CHICAGO;IL;60656;;;
32242;041378;AVEDA INSTITUTE COLUMBUS;1618 NEIL AVENUE;COLUMBUS;OH;43201;;;
32243;041380;INSTITUTE OF THERAPEUTIC MASSAGE;311 EAST MARKET STREET, 3RD FLOOR;LIMA;OH;45801;;;
32244;041381;YESHIVA OF MACHZIKAI HADAS;1321 43RD STREET;BROOKLYN;NY;11219;;;
32245;041382;SALON PROFESSIONAL ACADEMY (THE);3355 WEST COLLEGE AVENUE;APPLETON;WI;54914;;;
32246;041384;SCHOOL OF DESIGNING ARTS;1416 W. COLUMBIA AVE.;BATTLE CREEK;MI;49015;;;
32247;041385;CARDIOTECH ULTRASOUND SCHOOL;12135 BISSONNET;HOUSTON;TX;77099;;;
32248;041386;ALASKA CHRISTIAN COLLEGE;35109 ROYAL PLACE;SOLDOTNA;AK;99669;;;
32249;041387;PAUL MITCHELL THE SCHOOL - PASADENA;201 EAST BAY STATE STREET;ALHAMBRA;CA;91801;;;
32250;041390;MIDWESTERN CAREER COLLEGE;20 NORTH WACKER DRIVE, SUITE  3800;CHICAGO;IL;60606;;;
32251;041393;NATIONAL BEAUTY COLLEGE;7045 PECOS STREET;DENVER;CO;80221;;;
32252;041394;HAIR ACADEMY (THE);2101 EAST BROADWAY AVENUE;BISMARCK;ND;58501;;;
32253;041397;FREDERICK SCHOOL OF COSMETOLOGY;403 SOUTH JEFFERSON STREET;FREDERICK;MD;21701;;;
32254;041398;DELAWARE COLLEGE OF ART & DESIGN;600 NORTH MARKET STREET;WILMINGTON;DE;19801;;;
32255;041400;GLOBAL HEALTH NURSE TRAINING SERVICES;25 SOUTH QUAKER LANE;ALEXANDRIA;VA;22314;;;
32256;041402;MISSISSIPPI INSTITUTE OF AESTHETICS, NAI;507 SPRINGRIDGE ROAD;CLINTON;MS;39056;;;
32257;041405;HORIZON UNIVERSITY;5331 MOUNT ALIFAN DRIVE;SAN DIEGO;CA;92111;;;
32258;041407;AVEDA INSTITUTE CHAPEL HILL;200 W. FRANKLIN STREET;CHAPEL HILL;NC;27516;;;
32259;041408;NORTH FLORIDA ACADEMY;1115 SOUTH BLANDING BOULEVARD;ORANGE PARK;FL;32065;;;
32260;041409;INTERNATIONAL COSMETOLOGY ACADEMY;940 28TH STREET, SOUTHEAST;GRAND RAPIDS;MI;49508;;;
32261;041410;AVEDA INSTITUTE CHICAGO;2828 NORTH CLARK STREET;CHICAGO;IL;60647;;;
32262;041411;FRENCH ACADEMY OF COSMETOLOGY;111 WEST EXCHANGE STREET;SPRING LAKE;MI;49456;;;
32263;041412;TONI & GUY HAIRDRESSING ACADEMY;1400 OAKLAWN AVENUE;CRANSTON;RI;02920;;;
32264;041413;SAN FRANCISCO INSTITUTE OF ESTHETICS;1067 FOLSOM STREET;SAN FRANCISCO;CA;94103;;;
32265;041414;LAURUS COLLEGE;81 HIGUERA STREET;SAN LUIS OBISPO;CA;93401;;;
